No.,Time,Source,Destination,Protocol,Length,Info
8919,20.340456,104.198.218.190,10.1.10.11,TLSv1.2,356,"Application Data, Application Data"
8981,20.40214,104.198.218.190,10.1.10.11,TLSv1.2,274,Application Data
8989,20.403202,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9023,20.448909,104.198.218.190,10.1.10.11,TLSv1.2,139,Application Data
9063,20.483343,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9072,20.510017,104.198.218.190,10.1.10.11,TLSv1.2,282,Application Data
9093,20.557101,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
9106,20.572849,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9151,20.662446,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9153,20.668975,104.198.218.190,10.1.10.11,TLSv1.2,288,Application Data
9171,20.714301,104.198.218.190,10.1.10.11,TLSv1.2,426,"Application Data, Application Data, Application Data"
9190,20.743357,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9235,20.833254,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9240,20.846736,104.198.218.190,10.1.10.11,TLSv1.2,291,Application Data
9258,20.892438,104.198.218.190,10.1.10.11,TLSv1.2,428,"Application Data, Application Data, Application Data"
9271,20.917928,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9279,20.936282,104.198.218.190,10.1.10.11,TLSv1.2,678,"Application Data, Application Data, Application Data, Application Data"
9317,21.002595,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9322,21.01466,104.198.218.190,10.1.10.11,TLSv1.2,291,Application Data
9343,21.063862,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
9359,21.084861,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9369,21.108899,104.198.218.190,10.1.10.11,TLSv1.2,687,"Application Data, Application Data, Application Data, Application Data"
9395,21.172499,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9428,21.253538,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9432,21.267588,104.198.218.190,10.1.10.11,TLSv1.2,291,Application Data
9446,21.310767,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
9462,21.342858,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9493,21.422888,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9527,21.51276,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9559,21.592919,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9594,21.682671,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9625,21.762955,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9654,21.858574,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9656,21.866072,104.198.218.190,10.1.10.11,TLSv1.2,306,Application Data
9683,21.949617,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9704,22.026445,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9734,22.113792,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9738,22.136662,104.198.218.190,10.1.10.11,TLSv1.2,306,Application Data
9762,22.180251,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
9773,22.197795,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9804,22.282814,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9832,22.362959,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9835,22.364011,104.198.218.190,10.1.10.11,TLSv1.2,306,Application Data
9850,22.412594,104.198.218.190,10.1.10.11,TLSv1.2,455,"Application Data, Application Data, Application Data"
9871,22.452842,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9872,22.461647,104.198.218.190,10.1.10.11,TLSv1.2,306,Application Data
9906,22.50671,104.198.218.190,10.1.10.11,TLSv1.2,132,Application Data
9930,22.532619,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
9973,22.622721,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10024,22.702831,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10026,22.710436,104.198.218.190,10.1.10.11,TLSv1.2,313,Application Data
10046,22.758945,104.198.218.190,10.1.10.11,TLSv1.2,125,Application Data
10064,22.792458,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10070,22.808039,104.198.218.190,10.1.10.11,TLSv1.2,390,"Application Data, Application Data"
10098,22.874121,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10134,22.96264,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10166,23.042756,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10168,23.056606,104.198.218.190,10.1.10.11,TLSv1.2,323,Application Data
10187,23.100193,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
10204,23.132598,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10242,23.223424,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10270,23.302751,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10302,23.395105,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10333,23.472537,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10339,23.496145,104.198.218.190,10.1.10.11,TLSv1.2,323,Application Data
10361,23.540246,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
10374,23.565115,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10403,23.644461,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10404,23.644638,104.198.218.190,10.1.10.11,TLSv1.2,323,Application Data
10420,23.690314,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
10445,23.733566,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10446,23.734391,104.198.218.190,10.1.10.11,TLSv1.2,396,"Application Data, Application Data"
10476,23.818704,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10498,23.868268,104.198.218.190,10.1.10.11,TLSv1.2,330,Application Data
10516,23.905491,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10518,23.914626,104.198.218.190,10.1.10.11,TLSv1.2,121,Application Data
10547,23.986923,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10584,24.072686,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10607,24.14268,104.198.218.190,10.1.10.11,TLSv1.2,330,Application Data
10616,24.155831,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10624,24.19268,104.198.218.190,10.1.10.11,TLSv1.2,120,Application Data
10648,24.242472,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10678,24.324626,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10708,24.413086,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10743,24.509229,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10770,24.582568,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10812,24.677491,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10821,24.694214,104.198.218.190,10.1.10.11,TLSv1.2,330,Application Data
10851,24.738993,104.198.218.190,10.1.10.11,TLSv1.2,131,Application Data
10865,24.753755,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10876,24.7826,104.198.218.190,10.1.10.11,TLSv1.2,408,"Application Data, Application Data"
10910,24.842573,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10917,24.850259,104.198.218.190,10.1.10.11,TLSv1.2,330,Application Data
10935,24.897806,104.198.218.190,10.1.10.11,TLSv1.2,136,Application Data
10958,24.942487,104.198.218.190,10.1.10.11,TLSv1.2,1144,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
10966,24.949,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
10995,25.013525,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11107,25.091163,104.198.218.190,10.1.10.11,TLSv1.2,346,Application Data
11118,25.09501,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11149,25.134259,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
11174,25.183053,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11177,25.194133,104.198.218.190,10.1.10.11,TLSv1.2,346,Application Data
11199,25.238414,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
11212,25.262907,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11250,25.352742,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11275,25.429528,104.198.218.190,10.1.10.11,TLSv1.2,346,Application Data
11282,25.433301,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11294,25.474223,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
11314,25.522462,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11317,25.52967,104.198.218.190,10.1.10.11,TLSv1.2,351,Application Data
11335,25.580193,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
11348,25.603836,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11351,25.626683,104.198.218.190,10.1.10.11,TLSv1.2,429,"Application Data, Application Data"
11365,25.670012,104.198.218.190,10.1.10.11,TLSv1.2,429,"Application Data, Application Data"
11378,25.692986,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11417,25.787063,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11423,25.788749,104.198.218.190,10.1.10.11,TLSv1.2,361,Application Data
11436,25.836535,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
11452,25.863044,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11479,25.951859,104.198.218.190,10.1.10.11,TLSv1.2,361,Application Data
11486,25.953315,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11499,26.000502,104.198.218.190,10.1.10.11,TLSv1.2,132,Application Data
11520,26.032726,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11527,26.063224,104.198.218.190,10.1.10.11,TLSv1.2,361,Application Data
11552,26.106599,104.198.218.190,10.1.10.11,TLSv1.2,523,"Application Data, Application Data, Application Data"
11564,26.122891,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11575,26.152609,104.198.218.190,10.1.10.11,TLSv1.2,442,"Application Data, Application Data"
11615,26.205839,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11620,26.225583,104.198.218.190,10.1.10.11,TLSv1.2,368,Application Data
11642,26.27261,104.198.218.190,10.1.10.11,TLSv1.2,521,"Application Data, Application Data, Application Data"
11659,26.293611,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11667,26.318821,104.198.218.190,10.1.10.11,TLSv1.2,447,"Application Data, Application Data"
11698,26.376779,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11700,26.378639,104.198.218.190,10.1.10.11,TLSv1.2,368,Application Data
11728,26.427303,104.198.218.190,10.1.10.11,TLSv1.2,532,"Application Data, Application Data, Application Data"
11762,26.462481,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11766,26.475958,104.198.218.190,10.1.10.11,TLSv1.2,451,"Application Data, Application Data"
11836,26.545471,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11841,26.551407,104.198.218.190,10.1.10.11,TLSv1.2,378,Application Data
11878,26.595146,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
11905,26.634331,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11956,26.712404,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
11961,26.720029,104.198.218.190,10.1.10.11,TLSv1.2,378,Application Data
11989,26.766321,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
12012,26.802526,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12014,26.810751,104.198.218.190,10.1.10.11,TLSv1.2,1268,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
12048,26.882541,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12089,26.972615,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12090,26.974113,104.198.218.190,10.1.10.11,TLSv1.2,390,Application Data
12108,27.02257,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
12128,27.069424,104.198.218.190,10.1.10.11,TLSv1.2,462,"Application Data, Application Data"
12135,27.069893,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12161,27.14247,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12196,27.221473,104.198.218.190,10.1.10.11,TLSv1.2,390,Application Data
12208,27.233007,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12221,27.264441,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
12244,27.312381,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12245,27.313199,104.198.218.190,10.1.10.11,TLSv1.2,390,Application Data
12260,27.35838,104.198.218.190,10.1.10.11,TLSv1.2,546,"Application Data, Application Data, Application Data"
12270,27.402675,104.198.218.190,10.1.10.11,TLSv1.2,468,"Application Data, Application Data"
12277,27.406774,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12305,27.482708,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12312,27.497147,104.198.218.190,10.1.10.11,TLSv1.2,398,Application Data
12337,27.540287,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
12363,27.578694,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12403,27.652489,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12413,27.691376,104.198.218.190,10.1.10.11,TLSv1.2,401,Application Data
12429,27.734506,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
12438,27.745648,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12452,27.780348,104.198.218.190,10.1.10.11,TLSv1.2,896,"Application Data, Application Data, Application Data, Application Data"
12478,27.822853,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12509,27.898457,104.198.218.190,10.1.10.11,TLSv1.2,401,Application Data
12519,27.916284,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12528,27.946847,104.198.218.190,10.1.10.11,TLSv1.2,552,"Application Data, Application Data, Application Data"
12546,27.994925,104.198.218.190,10.1.10.11,TLSv1.2,407,Application Data
12553,28.000212,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12565,28.040307,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
12586,28.082854,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12587,28.084554,104.198.218.190,10.1.10.11,TLSv1.2,482,"Application Data, Application Data"
12617,28.163225,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12618,28.163379,104.198.218.190,10.1.10.11,TLSv1.2,410,Application Data
12634,28.208624,104.198.218.190,10.1.10.11,TLSv1.2,566,"Application Data, Application Data, Application Data"
12649,28.252827,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12671,28.328442,104.198.218.190,10.1.10.11,TLSv1.2,410,Application Data
12681,28.344128,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12689,28.374199,104.198.218.190,10.1.10.11,TLSv1.2,135,Application Data
12709,28.422783,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12714,28.440255,104.198.218.190,10.1.10.11,TLSv1.2,413,Application Data
12726,28.484321,104.198.218.190,10.1.10.11,TLSv1.2,132,Application Data
12744,28.513207,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12749,28.53063,104.198.218.190,10.1.10.11,TLSv1.2,936,"Application Data, Application Data, Application Data, Application Data"
12768,28.589431,104.198.218.190,10.1.10.11,TLSv1.2,421,Application Data
12779,28.613752,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12782,28.636671,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
12809,28.683647,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12839,28.763252,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12840,28.763977,104.198.218.190,10.1.10.11,TLSv1.2,426,Application Data
12864,28.810507,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
12886,28.860704,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12888,28.862615,104.198.218.190,10.1.10.11,TLSv1.2,430,Application Data
12912,28.910763,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
12931,28.933101,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12947,28.963864,104.198.218.190,10.1.10.11,TLSv1.2,948,"Application Data, Application Data, Application Data, Application Data"
12976,29.027447,104.198.218.190,10.1.10.11,TLSv1.2,430,Application Data
12984,29.02836,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
12998,29.073083,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
13020,29.103117,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13024,29.116544,104.198.218.190,10.1.10.11,TLSv1.2,505,"Application Data, Application Data"
13046,29.162816,104.198.218.190,10.1.10.11,TLSv1.2,505,"Application Data, Application Data"
13058,29.193567,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13093,29.272819,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13118,29.362828,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13119,29.3652,104.198.218.190,10.1.10.11,TLSv1.2,435,Application Data
13138,29.412606,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
13153,29.448021,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13178,29.534702,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13180,29.538458,104.198.218.190,10.1.10.11,TLSv1.2,435,Application Data
13204,29.585296,104.198.218.190,10.1.10.11,TLSv1.2,133,Application Data
13221,29.622522,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13222,29.632765,104.198.218.190,10.1.10.11,TLSv1.2,514,"Application Data, Application Data"
13248,29.704367,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13285,29.793286,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13326,29.87372,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13381,29.96305,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13437,30.043433,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13444,30.052683,104.198.218.190,10.1.10.11,TLSv1.2,444,Application Data
13465,30.098401,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
13485,30.132709,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13490,30.145466,104.198.218.190,10.1.10.11,TLSv1.2,518,"Application Data, Application Data"
13516,30.213138,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13519,30.215107,104.198.218.190,10.1.10.11,TLSv1.2,453,Application Data
13534,30.26235,104.198.218.190,10.1.10.11,TLSv1.2,591,"Application Data, Application Data, Application Data"
13550,30.303131,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13555,30.309113,104.198.218.190,10.1.10.11,TLSv1.2,524,"Application Data, Application Data"
13585,30.382486,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13588,30.39324,104.198.218.190,10.1.10.11,TLSv1.2,453,Application Data
13607,30.437189,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
13631,30.477198,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13673,30.552468,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13720,30.63682,104.198.218.190,10.1.10.11,TLSv1.2,453,Application Data
13729,30.64665,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13746,30.680292,104.198.218.190,10.1.10.11,TLSv1.2,133,Application Data
13770,30.722551,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13777,30.732156,104.198.218.190,10.1.10.11,TLSv1.2,453,Application Data
13801,30.784925,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
13812,30.816097,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13815,30.831567,104.198.218.190,10.1.10.11,TLSv1.2,534,"Application Data, Application Data"
13851,30.902702,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13882,30.982832,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13924,31.07328,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13952,31.139171,104.198.218.190,10.1.10.11,TLSv1.2,466,Application Data
13970,31.157891,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
13980,31.185465,104.198.218.190,10.1.10.11,TLSv1.2,605,"Application Data, Application Data, Application Data"
14003,31.242768,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14009,31.254817,104.198.218.190,10.1.10.11,TLSv1.2,466,Application Data
14031,31.29829,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
14046,31.325451,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14058,31.342901,104.198.218.190,10.1.10.11,TLSv1.2,542,"Application Data, Application Data"
14084,31.390567,104.198.218.190,10.1.10.11,TLSv1.2,541,"Application Data, Application Data"
14100,31.412827,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14107,31.435123,104.198.218.190,10.1.10.11,TLSv1.2,541,"Application Data, Application Data"
14127,31.480201,104.198.218.190,10.1.10.11,TLSv1.2,542,"Application Data, Application Data"
14140,31.496504,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14178,31.582975,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14182,31.589723,104.198.218.190,10.1.10.11,TLSv1.2,473,Application Data
14204,31.635351,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
14218,31.663314,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14224,31.679341,104.198.218.190,10.1.10.11,TLSv1.2,545,"Application Data, Application Data"
14256,31.746653,104.198.218.190,10.1.10.11,TLSv1.2,476,Application Data
14276,31.753284,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14300,31.793036,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
14341,31.832572,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14388,31.922712,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14414,32.002567,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14425,32.026523,104.198.218.190,10.1.10.11,TLSv1.2,481,Application Data
14453,32.0711,104.198.218.190,10.1.10.11,TLSv1.2,121,Application Data
14465,32.093967,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14473,32.116004,104.198.218.190,10.1.10.11,TLSv1.2,553,"Application Data, Application Data"
14529,32.185525,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14582,32.266382,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14595,32.29131,104.198.218.190,10.1.10.11,TLSv1.2,487,Application Data
14636,32.334596,104.198.218.190,10.1.10.11,TLSv1.2,120,Application Data
14653,32.374462,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14688,32.435612,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14722,32.522631,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14749,32.602835,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14775,32.684816,104.198.218.190,10.1.10.11,TLSv1.2,492,Application Data
14784,32.692533,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14810,32.772576,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14838,32.857089,104.198.218.190,10.1.10.11,TLSv1.2,492,Application Data
14847,32.862439,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
14862,32.902541,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
14888,32.944708,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
